Area,Date,AveragePrice
Sholinganallur,2021-07,6559528
Sholinganallur,2021-08,6590846
Sholinganallur,2021-09,6620775
Sholinganallur,2021-10,6487413
Sholinganallur,2021-11,6584378
Sholinganallur,2021-12,6469590
Sholinganallur,2022-01,6536557
Sholinganallur,2022-02,6784254
Sholinganallur,2022-03,6471963
Sholinganallur,2022-04,6611415
Sholinganallur,2022-05,6849319
Sholinganallur,2022-06,6620206
Sholinganallur,2022-07,6824756
Sholinganallur,2022-08,6692993
Sholinganallur,2022-09,6758480
Sholinganallur,2022-10,6883521
Sholinganallur,2022-11,6732172
Sholinganallur,2022-12,6889740
Sholinganallur,2023-01,6837463
Sholinganallur,2023-02,6728652
Sholinganallur,2023-03,7048591
Sholinganallur,2023-04,6807213
Sholinganallur,2023-05,7010432
Sholinganallur,2023-06,6996528
Sholinganallur,2023-07,6953138
Sholinganallur,2023-08,7111343
Sholinganallur,2023-09,7003925
Sholinganallur,2023-10,6829316
Sholinganallur,2023-11,6928434
Sholinganallur,2023-12,6899774
Sholinganallur,2024-01,6998796
Sholinganallur,2024-02,7009425
Sholinganallur,2024-03,7015285
Sholinganallur,2024-04,7022736
Sholinganallur,2024-05,6952109
Sholinganallur,2024-06,7277117
Sholinganallur,2024-07,7276347
Sholinganallur,2024-08,7182728
Sholinganallur,2024-09,7398688
Sholinganallur,2024-10,7364670
Sholinganallur,2024-11,7090487
Sholinganallur,2024-12,7156068
Sholinganallur,2025-01,7363570
Sholinganallur,2025-02,7237891
Sholinganallur,2025-03,7314310
Sholinganallur,2025-04,7525821
Sholinganallur,2025-05,7231324
Sholinganallur,2025-06,7397600
Sholinganallur,2025-07,7648350
Sholinganallur,2025-08,7534528
Sholinganallur,2025-09,7291328
Sholinganallur,2025-10,7517528
Sikkarayapuram,2020-01,3033809
Sikkarayapuram,2020-02,3098127
Sikkarayapuram,2020-03,3162941
Sikkarayapuram,2020-04,3048233
Sikkarayapuram,2020-05,3122379
Sikkarayapuram,2020-06,3168479
Sikkarayapuram,2020-07,3152967
Sikkarayapuram,2020-08,3238182
Sikkarayapuram,2020-09,3235438
Sikkarayapuram,2020-10,3208914
Sikkarayapuram,2020-11,3115281
Sikkarayapuram,2020-12,3210958
Sikkarayapuram,2021-01,3156591
Sikkarayapuram,2021-02,3167554
Sikkarayapuram,2021-03,3184449
Sikkarayapuram,2021-04,3253076
Sikkarayapuram,2021-05,3210490
Sikkarayapuram,2021-06,3268260
Sikkarayapuram,2021-07,3288483
Sikkarayapuram,2021-08,3370603
Sikkarayapuram,2021-09,3223626
Sikkarayapuram,2021-10,3372800
Sikkarayapuram,2021-11,3218449
Sikkarayapuram,2021-12,3386474
Sikkarayapuram,2022-01,3362877
Sikkarayapuram,2022-02,3415754
Sikkarayapuram,2022-03,3412434
Sikkarayapuram,2022-04,3382559
Sikkarayapuram,2022-05,3312088
Sikkarayapuram,2022-06,3449242
Sikkarayapuram,2022-07,3425461
Sikkarayapuram,2022-08,3345346
Sikkarayapuram,2022-09,3482379
Sikkarayapuram,2022-10,3356033
Sikkarayapuram,2022-11,3396965
Sikkarayapuram,2022-12,3402123
Sikkarayapuram,2023-01,3363318
Sikkarayapuram,2023-02,3460320
Sikkarayapuram,2023-03,3434254
Sikkarayapuram,2023-04,3570884
Sikkarayapuram,2023-05,3433638
Sikkarayapuram,2023-06,3458750
Sikkarayapuram,2023-07,3509532
Sikkarayapuram,2023-08,3415301
Sikkarayapuram,2023-09,3604926
Sikkarayapuram,2023-10,3518161
Sikkarayapuram,2023-11,3518851
Sikkarayapuram,2023-12,3528343
Sikkarayapuram,2024-01,3528238
Sikkarayapuram,2024-02,3624250
Sikkarayapuram,2024-03,3678630
Sikkarayapuram,2024-04,3611707
Sikkarayapuram,2024-05,3653853
Sikkarayapuram,2024-06,3717227
Sikkarayapuram,2024-07,3614670
Sikkarayapuram,2024-08,3713172
Sikkarayapuram,2024-09,3567912
Sikkarayapuram,2024-10,3615938
Sikkarayapuram,2024-11,3685949
Sikkarayapuram,2024-12,3724572
Sikkarayapuram,2025-01,3701963
Sikkarayapuram,2025-02,3793462
Sikkarayapuram,2025-03,3735857
Sikkarayapuram,2025-04,3652268
Sikkarayapuram,2025-05,3654089
Sikkarayapuram,2025-06,3856790
Sikkarayapuram,2025-07,3732279
Sikkarayapuram,2025-08,3824765
Sikkarayapuram,2025-09,3872909
Sikkarayapuram,2025-10,3846870
Sowcarpet,2020-01,5053224
Sowcarpet,2020-02,5160189
Sowcarpet,2020-03,5219271
Sowcarpet,2020-04,5134445
Sowcarpet,2020-05,5270044
Sowcarpet,2020-06,5208744
Sowcarpet,2020-07,5081531
Sowcarpet,2020-08,5220479
Sowcarpet,2020-09,5247516
Sowcarpet,2020-10,5212754
Sowcarpet,2020-11,5307420
Sowcarpet,2020-12,5275134
Sowcarpet,2021-01,5147472
Sowcarpet,2021-02,5286738
Sowcarpet,2021-03,5166835
Sowcarpet,2021-04,5234730
Sowcarpet,2021-05,5472758
Sowcarpet,2021-06,5370881
Sowcarpet,2021-07,5491568
Sowcarpet,2021-08,5353305
Sowcarpet,2021-09,5396080
Sowcarpet,2021-10,5504946
Sowcarpet,2021-11,5307234
Sowcarpet,2021-12,5575508
Sowcarpet,2022-01,5524221
Sowcarpet,2022-02,5393457
Sowcarpet,2022-03,5365927
Sowcarpet,2022-04,5490613
Sowcarpet,2022-05,5460504
Sowcarpet,2022-06,5528535
Sowcarpet,2022-07,5599006
Sowcarpet,2022-08,5669403
Sowcarpet,2022-09,5508837
Sowcarpet,2022-10,5639904
Sowcarpet,2022-11,5784272
Sowcarpet,2022-12,5685737
Sowcarpet,2023-01,5716760
Sowcarpet,2023-02,5588598
Sowcarpet,2023-03,5816323
Sowcarpet,2023-04,5849795
Sowcarpet,2023-05,5682461
Sowcarpet,2023-06,5707588
Sowcarpet,2023-07,5906289
Sowcarpet,2023-08,5905473
Sowcarpet,2023-09,5672895
Sowcarpet,2023-10,5889928
Sowcarpet,2023-11,5730395
Sowcarpet,2023-12,5751226
Sowcarpet,2024-01,5871810
Sowcarpet,2024-02,5988834
Sowcarpet,2024-03,5986056
Sowcarpet,2024-04,5848983
Sowcarpet,2024-05,5994454
Sowcarpet,2024-06,6096127
Sowcarpet,2024-07,5984273
Sowcarpet,2024-08,6095146
Sowcarpet,2024-09,5955691
Sowcarpet,2024-10,6054974
Sowcarpet,2024-11,6025933
Sowcarpet,2024-12,6108510
Sowcarpet,2025-01,6149260
Sowcarpet,2025-02,5947278
Sowcarpet,2025-03,6156002
Sowcarpet,2025-04,5959238
Sowcarpet,2025-05,6196049
Sowcarpet,2025-06,6107269
Sowcarpet,2025-07,6186960
Sowcarpet,2025-08,6027170
Sowcarpet,2025-09,6183408
Sowcarpet,2025-10,6199134
St. Thomas Mount,2020-01,6146491
St. Thomas Mount,2020-02,5941924
St. Thomas Mount,2020-03,6149581
St. Thomas Mount,2020-04,6006297
St. Thomas Mount,2020-05,6022550
St. Thomas Mount,2020-06,6049281
St. Thomas Mount,2020-07,6126596
St. Thomas Mount,2020-08,6148688
St. Thomas Mount,2020-09,6259739
St. Thomas Mount,2020-10,6252401
St. Thomas Mount,2020-11,6242193
St. Thomas Mount,2020-12,6145830
St. Thomas Mount,2021-01,6375684
St. Thomas Mount,2021-02,6334813
St. Thomas Mount,2021-03,6401154
St. Thomas Mount,2021-04,6266808
St. Thomas Mount,2021-05,6310368
St. Thomas Mount,2021-06,6547562
St. Thomas Mount,2021-07,6567996
St. Thomas Mount,2021-08,6551444
St. Thomas Mount,2021-09,6545910
St. Thomas Mount,2021-10,6327110
St. Thomas Mount,2021-11,6488173
St. Thomas Mount,2021-12,6668883
St. Thomas Mount,2022-01,6664152
St. Thomas Mount,2022-02,6441880
St. Thomas Mount,2022-03,6592231
St. Thomas Mount,2022-04,6567497
St. Thomas Mount,2022-05,6750604
St. Thomas Mount,2022-06,6744260
St. Thomas Mount,2022-07,6584835
St. Thomas Mount,2022-08,6601500
St. Thomas Mount,2022-09,6686478
St. Thomas Mount,2022-10,6786631
St. Thomas Mount,2022-11,6808371
St. Thomas Mount,2022-12,6884834
St. Thomas Mount,2023-01,6961741
St. Thomas Mount,2023-02,6904868
St. Thomas Mount,2023-03,6979426
St. Thomas Mount,2023-04,6987128
St. Thomas Mount,2023-05,6844472
St. Thomas Mount,2023-06,6880526
St. Thomas Mount,2023-07,6887433
St. Thomas Mount,2023-08,7090634
St. Thomas Mount,2023-09,7148978
St. Thomas Mount,2023-10,7110907
St. Thomas Mount,2023-11,7120761
St. Thomas Mount,2023-12,6897858
St. Thomas Mount,2024-01,7001556
St. Thomas Mount,2024-02,7068921
St. Thomas Mount,2024-03,7057798
St. Thomas Mount,2024-04,7196290
St. Thomas Mount,2024-05,7011539
St. Thomas Mount,2024-06,7198365
St. Thomas Mount,2024-07,7150356
St. Thomas Mount,2024-08,7337850
St. Thomas Mount,2024-09,7074553
St. Thomas Mount,2024-10,7216580
St. Thomas Mount,2024-11,7135489
St. Thomas Mount,2024-12,7074236
St. Thomas Mount,2025-01,7166109
St. Thomas Mount,2025-02,7507603
St. Thomas Mount,2025-03,7317762
St. Thomas Mount,2025-04,7246083
St. Thomas Mount,2025-05,7227181
St. Thomas Mount,2025-06,7367117
St. Thomas Mount,2025-07,7582861
St. Thomas Mount,2025-08,7547357
St. Thomas Mount,2025-09,7640626
St. Thomas Mount,2025-10,7635526
Surapet,2020-01,3112334
Surapet,2020-02,3026357
Surapet,2020-03,3069284
Surapet,2020-04,3076543
Surapet,2020-05,3062076
Surapet,2020-06,3090994
Surapet,2020-07,3046371
Surapet,2020-08,3043713
Surapet,2020-09,3114906
Surapet,2020-10,3070847
Surapet,2020-11,3168701
Surapet,2020-12,3177711
Surapet,2021-01,3066768
Surapet,2021-02,3074223
Surapet,2021-03,3147139
Surapet,2021-04,3268875
Surapet,2021-05,3254347
Surapet,2021-06,3227123
Surapet,2021-07,3255747
Surapet,2021-08,3248315
Surapet,2021-09,3327300
Surapet,2021-10,3166526
Surapet,2021-11,3225492
Surapet,2021-12,3332432
Surapet,2022-01,3199738
Surapet,2022-02,3217644
Surapet,2022-03,3381518
Surapet,2022-04,3367122
Surapet,2022-05,3332593
Surapet,2022-06,3294995
Surapet,2022-07,3402694
Surapet,2022-08,3276538
Surapet,2022-09,3341667
Surapet,2022-10,3274402
Surapet,2022-11,3412791
Surapet,2022-12,3374049
Surapet,2023-01,3485972
Surapet,2023-02,3402739
Surapet,2023-03,3439748
Surapet,2023-04,3339692
Surapet,2023-05,3398495
Surapet,2023-06,3450955
Surapet,2023-07,3557401
Surapet,2023-08,3570989
Surapet,2023-09,3559698
Surapet,2023-10,3455780
Surapet,2023-11,3431745
Surapet,2023-12,3528859
Surapet,2024-01,3489090
Surapet,2024-02,3618940
Surapet,2024-03,3569658
Surapet,2024-04,3620314
Surapet,2024-05,3550019
Surapet,2024-06,3538110
Surapet,2024-07,3634794
Surapet,2024-08,3611710
Surapet,2024-09,3599691
Surapet,2024-10,3618132
Surapet,2024-11,3662393
Surapet,2024-12,3603432
Surapet,2025-01,3611120
Surapet,2025-02,3626413
Surapet,2025-03,3606419
Surapet,2025-04,3654082
Surapet,2025-05,3679947
Surapet,2025-06,3728096
Surapet,2025-07,3670528
Surapet,2025-08,3651801
Surapet,2025-09,3677686
Surapet,2025-10,3812926
Tambaram,2020-01,5261953
Tambaram,2020-02,5063707
Tambaram,2020-03,5047237
Tambaram,2020-04,5016466
Tambaram,2020-05,5179133
Tambaram,2020-06,5064459
Tambaram,2020-07,5358433
Tambaram,2020-08,5318809
Tambaram,2020-09,5374361
Tambaram,2020-10,5272622
Tambaram,2020-11,5402996
Tambaram,2020-12,5219868
Tambaram,2021-01,5322748
Tambaram,2021-02,5189442
Tambaram,2021-03,5357865
Tambaram,2021-04,5413489
Tambaram,2021-05,5489828
Tambaram,2021-06,5392600
Tambaram,2021-07,5422499
Tambaram,2021-08,5292872
Tambaram,2021-09,5452257
Tambaram,2021-10,5553324
Tambaram,2021-11,5642516
Tambaram,2021-12,5407325
Tambaram,2022-01,5568889
Tambaram,2022-02,5469206
Tambaram,2022-03,5592312
Tambaram,2022-04,5645854
Tambaram,2022-05,5570079
Tambaram,2022-06,5520862
Tambaram,2022-07,5755037
Tambaram,2022-08,5796098
Tambaram,2022-09,5549793
Tambaram,2022-10,5675100
Tambaram,2022-11,5869050
Tambaram,2022-12,5853305
Tambaram,2023-01,5902147
Tambaram,2023-02,5893388
Tambaram,2023-03,5823194
Tambaram,2023-04,5751387
Tambaram,2023-05,5963411
Tambaram,2023-06,5808522
Tambaram,2023-07,5899163
Tambaram,2023-08,5973532
Tambaram,2023-09,5880193
Tambaram,2023-10,5840090
Tambaram,2023-11,5880367
Tambaram,2023-12,5957364
Tambaram,2024-01,6063690
Tambaram,2024-02,5777780
Tambaram,2024-03,6138684
Tambaram,2024-04,5860006
Tambaram,2024-05,5981419
Tambaram,2024-06,6064937
Tambaram,2024-07,5864050
Tambaram,2024-08,6004094
Tambaram,2024-09,6094414
Tambaram,2024-10,6087675
Tambaram,2024-11,6006403
Tambaram,2024-12,6208490
Tambaram,2025-01,6101335
Tambaram,2025-02,6285489
Tambaram,2025-03,6201018
Tambaram,2025-04,6117347
Tambaram,2025-05,6180607
Tambaram,2025-06,6171614
Tambaram,2025-07,6354179
Tambaram,2025-08,6431569
Tambaram,2025-09,6350926
Tambaram,2025-10,6255393
Teynampet,2020-01,9009893
Teynampet,2020-02,9166995
Teynampet,2020-03,9115399
Teynampet,2020-04,9419893
Teynampet,2020-05,9319588
Teynampet,2020-06,9365875
Teynampet,2020-07,9118528
Teynampet,2020-08,9326525
Teynampet,2020-09,9477804
Teynampet,2020-10,9376428
Teynampet,2020-11,9154206
Teynampet,2020-12,9405278
Teynampet,2021-01,9415572
Teynampet,2021-02,9364700
Teynampet,2021-03,9804504
Teynampet,2021-04,9588919
Teynampet,2021-05,9766713
Teynampet,2021-06,9631729
Teynampet,2021-07,9414822
Teynampet,2021-08,9969964
Teynampet,2021-09,9995106
Teynampet,2021-10,9493122
Teynampet,2021-11,9597148
Teynampet,2021-12,10048248
Teynampet,2022-01,9807509
Teynampet,2022-02,10027935
Teynampet,2022-03,10054512
Teynampet,2022-04,10003493
Teynampet,2022-05,10174113
Teynampet,2022-06,10259324
Teynampet,2022-07,9878013
Teynampet,2022-08,9913686
Teynampet,2022-09,10352256
Teynampet,2022-10,10161009
Teynampet,2022-11,10241741
Teynampet,2022-12,10161298
Teynampet,2023-01,10108459
Teynampet,2023-02,10350744
Teynampet,2023-03,10214100
Teynampet,2023-04,10339850
Teynampet,2023-05,10290990
Teynampet,2023-06,10324005
Teynampet,2023-07,10608069
Teynampet,2023-08,10669648
Teynampet,2023-09,10762458
Teynampet,2023-10,10242453
Teynampet,2023-11,10519340
Teynampet,2023-12,10714996
Teynampet,2024-01,10801821
Teynampet,2024-02,10797392
Teynampet,2024-03,10698071
Teynampet,2024-04,10545429
Teynampet,2024-05,10839170
Teynampet,2024-06,10470356
Teynampet,2024-07,10558342
Teynampet,2024-08,10927168
Teynampet,2024-09,10756309
Teynampet,2024-10,10700112
Teynampet,2024-11,10963773
Teynampet,2024-12,10615303
Teynampet,2025-01,11093651
Teynampet,2025-02,10860868
Teynampet,2025-03,10992475
Teynampet,2025-04,10977795
Teynampet,2025-05,11260351
Teynampet,2025-06,11274562
Teynampet,2025-07,11064228
Teynampet,2025-08,11428686
Teynampet,2025-09,11275169
Teynampet,2025-10,10987764
Tharamani,2020-01,7183049
Tharamani,2020-02,7399527
Tharamani,2020-03,7189283
Tharamani,2020-04,7286170
Tharamani,2020-05,7458223
Tharamani,2020-06,7229348
Tharamani,2020-07,7260677
Tharamani,2020-08,7331812
Tharamani,2020-09,7308211
Tharamani,2020-10,7301388
Tharamani,2020-11,7581857
Tharamani,2020-12,7548750
Tharamani,2021-01,7428100
Tharamani,2021-02,7698912
Tharamani,2021-03,7603698
Tharamani,2021-04,7325680
Tharamani,2021-05,7367518
Tharamani,2021-06,7803841
Tharamani,2021-07,7811107
Tharamani,2021-08,7780073
Tharamani,2021-09,7671730
Tharamani,2021-10,7642866
Tharamani,2021-11,7699924
Tharamani,2021-12,7855715
Tharamani,2022-01,7921758
Tharamani,2022-02,7898563
Tharamani,2022-03,7655423
Tharamani,2022-04,7905875
Tharamani,2022-05,7692878
Tharamani,2022-06,8019940
Tharamani,2022-07,8115431
Tharamani,2022-08,7818990
Tharamani,2022-09,7915834
Tharamani,2022-10,7904326
Tharamani,2022-11,7808469
Tharamani,2022-12,7993208
Tharamani,2023-01,7936714
Tharamani,2023-02,7830372
Tharamani,2023-03,8273025
Tharamani,2023-04,7940148
Tharamani,2023-05,8089360
Tharamani,2023-06,7968318
Tharamani,2023-07,8361222
Tharamani,2023-08,8102618
Tharamani,2023-09,8302727
Tharamani,2023-10,8063207
Tharamani,2023-11,8140344
Tharamani,2023-12,8423185
Tharamani,2024-01,8088971
Tharamani,2024-02,8272294
Tharamani,2024-03,8519694
Tharamani,2024-04,8407772
Tharamani,2024-05,8402056
Tharamani,2024-06,8621507
Tharamani,2024-07,8450350
Tharamani,2024-08,8298346
Tharamani,2024-09,8542806
Tharamani,2024-10,8369801
Tharamani,2024-11,8329237
Tharamani,2024-12,8506809
Tharamani,2025-01,8872876
Tharamani,2025-02,8427065
Tharamani,2025-03,8669745
Tharamani,2025-04,8484659
Tharamani,2025-05,8552330
Tharamani,2025-06,8891966
Tharamani,2025-07,8703505
Tharamani,2025-08,8563711
Tharamani,2025-09,8932278
Tharamani,2025-10,8741327
T. Nagar,2020-01,8142097
T. Nagar,2020-02,7836816
T. Nagar,2020-03,7874698
T. Nagar,2020-04,7985717
T. Nagar,2020-05,8220349
T. Nagar,2020-06,8428882
T. Nagar,2020-07,8055407
T. Nagar,2020-08,8275343
T. Nagar,2020-09,8180734
T. Nagar,2020-10,8083356
T. Nagar,2020-11,8254226
T. Nagar,2020-12,8548597
T. Nagar,2021-01,8554246
T. Nagar,2021-02,8456674
T. Nagar,2021-03,8498183
T. Nagar,2021-04,8569659
T. Nagar,2021-05,8542818
T. Nagar,2021-06,8318471
T. Nagar,2021-07,8378789
T. Nagar,2021-08,8376827
T. Nagar,2021-09,8567579
T. Nagar,2021-10,8651212
T. Nagar,2021-11,8680914
T. Nagar,2021-12,8646475
T. Nagar,2022-01,8632975
T. Nagar,2022-02,8476484
T. Nagar,2022-03,8647861
T. Nagar,2022-04,8734367
T. Nagar,2022-05,8983862
T. Nagar,2022-06,8602888
T. Nagar,2022-07,9022402
T. Nagar,2022-08,9136740
T. Nagar,2022-09,8858582
T. Nagar,2022-10,8743567
T. Nagar,2022-11,9084499
T. Nagar,2022-12,8891703
T. Nagar,2023-01,8847601
T. Nagar,2023-02,9074446
T. Nagar,2023-03,9060428
T. Nagar,2023-04,9241040
T. Nagar,2023-05,8938393
T. Nagar,2023-06,9051588
T. Nagar,2023-07,9027210
T. Nagar,2023-08,8986941
T. Nagar,2023-09,9246160
T. Nagar,2023-10,9071343
T. Nagar,2023-11,9247836
T. Nagar,2023-12,9451759
T. Nagar,2024-01,9149579
T. Nagar,2024-02,9466510
T. Nagar,2024-03,9223319
T. Nagar,2024-04,9663956
T. Nagar,2024-05,9676028
T. Nagar,2024-06,9679770
T. Nagar,2024-07,9778081
T. Nagar,2024-08,9402210
T. Nagar,2024-09,9698935
T. Nagar,2024-10,9379301
T. Nagar,2024-11,9857511
T. Nagar,2024-12,9686857
T. Nagar,2025-01,9777011
T. Nagar,2025-02,9797872
T. Nagar,2025-03,9426612
T. Nagar,2025-04,9752602
T. Nagar,2025-05,9492014
T. Nagar,2025-06,9618289
T. Nagar,2025-07,9756894
T. Nagar,2025-08,9746721
T. Nagar,2025-09,9825087
T. Nagar,2025-10,9609061
Thirumangalam,2020-01,7096368
Thirumangalam,2020-02,6934145
Thirumangalam,2020-03,6933147
Thirumangalam,2020-04,7216975
Thirumangalam,2020-05,7077655
Thirumangalam,2020-06,7157203
Thirumangalam,2020-07,7002429
Thirumangalam,2020-08,7274394
Thirumangalam,2020-09,7160088
Thirumangalam,2020-10,7164591
Thirumangalam,2020-11,7314862
Thirumangalam,2020-12,7204425
Thirumangalam,2021-01,7215989
Thirumangalam,2021-02,7386551
Thirumangalam,2021-03,7393124
Thirumangalam,2021-04,7512453
Thirumangalam,2021-05,7457349
Thirumangalam,2021-06,7347616
Thirumangalam,2021-07,7318072
Thirumangalam,2021-08,7343146
Thirumangalam,2021-09,7525253
Thirumangalam,2021-10,7554549
Thirumangalam,2021-11,7654291
Thirumangalam,2021-12,7729941
Thirumangalam,2022-01,7691917
Thirumangalam,2022-02,7615480
Thirumangalam,2022-03,7840196
Thirumangalam,2022-04,7589894
Thirumangalam,2022-05,7688307
Thirumangalam,2022-06,7818184
Thirumangalam,2022-07,7528079
Thirumangalam,2022-08,7791347
Thirumangalam,2022-09,7841736
Thirumangalam,2022-10,7894787
Thirumangalam,2022-11,7921927
Thirumangalam,2022-12,8048222
Thirumangalam,2023-01,7722028
Thirumangalam,2023-02,8101281
Thirumangalam,2023-03,7843637
Thirumangalam,2023-04,7722845
Thirumangalam,2023-05,7830201
Thirumangalam,2023-06,7914681
Thirumangalam,2023-07,7858051
Thirumangalam,2023-08,8154656
Thirumangalam,2023-09,8017259
Thirumangalam,2023-10,7955106
Thirumangalam,2023-11,8139737
Thirumangalam,2023-12,8259245
Thirumangalam,2024-01,8349746
Thirumangalam,2024-02,8082269
Thirumangalam,2024-03,8100673
Thirumangalam,2024-04,8158460
Thirumangalam,2024-05,8135392
Thirumangalam,2024-06,8390572
Thirumangalam,2024-07,8547458
Thirumangalam,2024-08,8583579
Thirumangalam,2024-09,8280471
Thirumangalam,2024-10,8504841
Thirumangalam,2024-11,8364471
Thirumangalam,2024-12,8189875
Thirumangalam,2025-01,8530595
Thirumangalam,2025-02,8437924
Thirumangalam,2025-03,8532001
Thirumangalam,2025-04,8330939
Thirumangalam,2025-05,8650036
Thirumangalam,2025-06,8548255
Thirumangalam,2025-07,8414181
Thirumangalam,2025-08,8628215
Thirumangalam,2025-09,8515180
Thirumangalam,2025-10,8883582
Thirumullaivoyal,2020-01,4049025
Thirumullaivoyal,2020-02,3992932
Thirumullaivoyal,2020-03,3929589
Thirumullaivoyal,2020-04,4097501
Thirumullaivoyal,2020-05,4005401
Thirumullaivoyal,2020-06,4126578
Thirumullaivoyal,2020-07,3984121
Thirumullaivoyal,2020-08,4191919
Thirumullaivoyal,2020-09,4203014
Thirumullaivoyal,2020-10,4171741
Thirumullaivoyal,2020-11,4108506
Thirumullaivoyal,2020-12,4052477
Thirumullaivoyal,2021-01,4073917
Thirumullaivoyal,2021-02,4287472
Thirumullaivoyal,2021-03,4186369
Thirumullaivoyal,2021-04,4145810
Thirumullaivoyal,2021-05,4180658
Thirumullaivoyal,2021-06,4126265
Thirumullaivoyal,2021-07,4153261
Thirumullaivoyal,2021-08,4188627
Thirumullaivoyal,2021-09,4363939
Thirumullaivoyal,2021-10,4235665
Thirumullaivoyal,2021-11,4349201
Thirumullaivoyal,2021-12,4312511
Thirumullaivoyal,2022-01,4342150
Thirumullaivoyal,2022-02,4363816
Thirumullaivoyal,2022-03,4318377
Thirumullaivoyal,2022-04,4265963
Thirumullaivoyal,2022-05,4307841
Thirumullaivoyal,2022-06,4327251
Thirumullaivoyal,2022-07,4424741
Thirumullaivoyal,2022-08,4485525
Thirumullaivoyal,2022-09,4448717
Thirumullaivoyal,2022-10,4349013
Thirumullaivoyal,2022-11,4579858
Thirumullaivoyal,2022-12,4399708
Thirumullaivoyal,2023-01,4586827
Thirumullaivoyal,2023-02,4613550
Thirumullaivoyal,2023-03,4500066
Thirumullaivoyal,2023-04,4444459
Thirumullaivoyal,2023-05,4471061
Thirumullaivoyal,2023-06,4605968
Thirumullaivoyal,2023-07,4689218
Thirumullaivoyal,2023-08,4460937
Thirumullaivoyal,2023-09,4653886
Thirumullaivoyal,2023-10,4751741
Thirumullaivoyal,2023-11,4704908
Thirumullaivoyal,2023-12,4536769
Thirumullaivoyal,2024-01,4570803
Thirumullaivoyal,2024-02,4711408
Thirumullaivoyal,2024-03,4646977
Thirumullaivoyal,2024-04,4610867
Thirumullaivoyal,2024-05,4849422
Thirumullaivoyal,2024-06,4626863
Thirumullaivoyal,2024-07,4831372
Thirumullaivoyal,2024-08,4764636
Thirumullaivoyal,2024-09,4848529
Thirumullaivoyal,2024-10,4644492
Thirumullaivoyal,2024-11,4799465
Thirumullaivoyal,2024-12,4720018
Thirumullaivoyal,2025-01,4730513
Thirumullaivoyal,2025-02,4764319
Thirumullaivoyal,2025-03,4902745
Thirumullaivoyal,2025-04,4778288
Thirumullaivoyal,2025-05,4819542
Thirumullaivoyal,2025-06,4825677
Thirumullaivoyal,2025-07,4814930
Thirumullaivoyal,2025-08,4949325
Thirumullaivoyal,2025-09,5059129
Thirumullaivoyal,2025-10,4970001
Thiruneermalai,2020-01,3011707
Thiruneermalai,2020-02,3111374
Thiruneermalai,2020-03,3122950
Thiruneermalai,2020-04,3036402
Thiruneermalai,2020-05,3100459
Thiruneermalai,2020-06,3124602
Thiruneermalai,2020-07,3223804
Thiruneermalai,2020-08,3214283
Thiruneermalai,2020-09,3112575
Thiruneermalai,2020-10,3161507
Thiruneermalai,2020-11,3128636
Thiruneermalai,2020-12,3221087
Thiruneermalai,2021-01,3261158
Thiruneermalai,2021-02,3168447
Thiruneermalai,2021-03,3179345
Thiruneermalai,2021-04,3334801
Thiruneermalai,2021-05,3293644
Thiruneermalai,2021-06,3309159
Thiruneermalai,2021-07,3283133
Thiruneermalai,2021-08,3266542
Thiruneermalai,2021-09,3313065
Thiruneermalai,2021-10,3247960
Thiruneermalai,2021-11,3221746
Thiruneermalai,2021-12,3255686
Thiruneermalai,2022-01,3327930
Thiruneermalai,2022-02,3328362
Thiruneermalai,2022-03,3367538
Thiruneermalai,2022-04,3340866
Thiruneermalai,2022-05,3330950
Thiruneermalai,2022-06,3401318
Thiruneermalai,2022-07,3328280
Thiruneermalai,2022-08,3347014
Thiruneermalai,2022-09,3479923
Thiruneermalai,2022-10,3529617
Thiruneermalai,2022-11,3410707
Thiruneermalai,2022-12,3422913
Thiruneermalai,2023-01,3386073
Thiruneermalai,2023-02,3425380
Thiruneermalai,2023-03,3377565
Thiruneermalai,2023-04,3555103
Thiruneermalai,2023-05,3564229
Thiruneermalai,2023-06,3430996
Thiruneermalai,2023-07,3426510
Thiruneermalai,2023-08,3484086
Thiruneermalai,2023-09,3634365
Thiruneermalai,2023-10,3480982
Thiruneermalai,2023-11,3570578
Thiruneermalai,2023-12,3625609
Thiruneermalai,2024-01,3667137
Thiruneermalai,2024-02,3663762
Thiruneermalai,2024-03,3611509
Thiruneermalai,2024-04,3532447
Thiruneermalai,2024-05,3618841
Thiruneermalai,2024-06,3582402
Thiruneermalai,2024-07,3634733
Thiruneermalai,2024-08,3562933
Thiruneermalai,2024-09,3755362
Thiruneermalai,2024-10,3663268
Thiruneermalai,2024-11,3610822
Thiruneermalai,2024-12,3733118
Thiruneermalai,2025-01,3671299
Thiruneermalai,2025-02,3750702
Thiruneermalai,2025-03,3654473
Thiruneermalai,2025-04,3760086
Thiruneermalai,2025-05,3783622
Thiruneermalai,2025-06,3738480
Thiruneermalai,2025-07,3745005
Thiruneermalai,2025-08,3695149
Thiruneermalai,2025-09,3861314
Thiruneermalai,2025-10,3749125
Thiruninravur,2020-01,3019618
Thiruninravur,2020-02,3014414
Thiruninravur,2020-03,3132019
Thiruninravur,2020-04,3049371
Thiruninravur,2020-05,3129747
Thiruninravur,2020-06,3001630
Thiruninravur,2020-07,3188416
Thiruninravur,2020-08,3196008
Thiruninravur,2020-09,3056017
