Area,Date,AvailablePlots
Nemilichery,2025-07,4
Nemilichery,2025-08,4
Nemilichery,2025-09,4
Nemilichery,2025-10,4
Nesapakkam,2023-01,10
Nesapakkam,2023-02,9
Nesapakkam,2023-03,9
Nesapakkam,2023-04,9
Nesapakkam,2023-05,8
Nesapakkam,2023-06,7
Nesapakkam,2023-07,6
Nesapakkam,2023-08,6
Nesapakkam,2023-09,6
Nesapakkam,2023-10,5
Nesapakkam,2023-11,5
Nesapakkam,2023-12,4
Nesapakkam,2024-01,4
Nesapakkam,2024-02,4
Nesapakkam,2024-03,4
Nesapakkam,2024-04,4
Nesapakkam,2024-05,5
Nesapakkam,2024-06,4
Nesapakkam,2024-07,4
Nesapakkam,2024-08,4
Nesapakkam,2024-09,4
Nesapakkam,2024-10,4
Nesapakkam,2024-11,4
Nesapakkam,2024-12,4
Nesapakkam,2025-01,4
Nesapakkam,2025-02,4
Nesapakkam,2025-03,4
Nesapakkam,2025-04,4
Nesapakkam,2025-05,4
Nesapakkam,2025-06,4
Nesapakkam,2025-07,4
Nesapakkam,2025-08,4
Nesapakkam,2025-09,4
Nesapakkam,2025-10,4
Nolambur,2023-01,9
Nolambur,2023-02,9
Nolambur,2023-03,9
Nolambur,2023-04,8
Nolambur,2023-05,7
Nolambur,2023-06,7
Nolambur,2023-07,6
Nolambur,2023-08,6
Nolambur,2023-09,6
Nolambur,2023-10,5
Nolambur,2023-11,4
Nolambur,2023-12,4
Nolambur,2024-01,4
Nolambur,2024-02,4
Nolambur,2024-03,4
Nolambur,2024-04,5
Nolambur,2024-05,4
Nolambur,2024-06,5
Nolambur,2024-07,4
Nolambur,2024-08,4
Nolambur,2024-09,5
Nolambur,2024-10,5
Nolambur,2024-11,4
Nolambur,2024-12,4
Nolambur,2025-01,4
Nolambur,2025-02,5
Nolambur,2025-03,4
Nolambur,2025-04,4
Nolambur,2025-05,4
Nolambur,2025-06,4
Nolambur,2025-07,4
Nolambur,2025-08,4
Nolambur,2025-09,4
Nolambur,2025-10,5
Noombal,2023-01,12
Noombal,2023-02,12
Noombal,2023-03,12
Noombal,2023-04,12
Noombal,2023-05,12
Noombal,2023-06,11
Noombal,2023-07,11
Noombal,2023-08,11
Noombal,2023-09,11
Noombal,2023-10,11
Noombal,2023-11,11
Noombal,2023-12,10
Noombal,2024-01,9
Noombal,2024-02,8
Noombal,2024-03,7
Noombal,2024-04,6
Noombal,2024-05,6
Noombal,2024-06,5
Noombal,2024-07,4
Noombal,2024-08,4
Noombal,2024-09,4
Noombal,2024-10,5
Noombal,2024-11,4
Noombal,2024-12,4
Noombal,2025-01,4
Noombal,2025-02,4
Noombal,2025-03,4
Noombal,2025-04,4
Noombal,2025-05,5
Noombal,2025-06,4
Noombal,2025-07,4
Noombal,2025-08,5
Noombal,2025-09,4
Noombal,2025-10,4
Nungambakkam,2023-01,10
Nungambakkam,2023-02,9
Nungambakkam,2023-03,9
Nungambakkam,2023-04,8
Nungambakkam,2023-05,8
Nungambakkam,2023-06,8
Nungambakkam,2023-07,8
Nungambakkam,2023-08,8
Nungambakkam,2023-09,8
Nungambakkam,2023-10,7
Nungambakkam,2023-11,7
Nungambakkam,2023-12,7
Nungambakkam,2024-01,6
Nungambakkam,2024-02,5
Nungambakkam,2024-03,4
Nungambakkam,2024-04,4
Nungambakkam,2024-05,4
Nungambakkam,2024-06,4
Nungambakkam,2024-07,4
Nungambakkam,2024-08,4
Nungambakkam,2024-09,4
Nungambakkam,2024-10,4
Nungambakkam,2024-11,4
Nungambakkam,2024-12,4
Nungambakkam,2025-01,4
Nungambakkam,2025-02,4
Nungambakkam,2025-03,4
Nungambakkam,2025-04,4
Nungambakkam,2025-05,4
Nungambakkam,2025-06,4
Nungambakkam,2025-07,4
Nungambakkam,2025-08,4
Nungambakkam,2025-09,4
Nungambakkam,2025-10,4
Otteri,2023-01,10
Otteri,2023-02,9
Otteri,2023-03,8
Otteri,2023-04,8
Otteri,2023-05,8
Otteri,2023-06,7
Otteri,2023-07,7
Otteri,2023-08,6
Otteri,2023-09,6
Otteri,2023-10,6
Otteri,2023-11,6
Otteri,2023-12,6
Otteri,2024-01,6
Otteri,2024-02,5
Otteri,2024-03,4
Otteri,2024-04,4
Otteri,2024-05,4
Otteri,2024-06,4
Otteri,2024-07,4
Otteri,2024-08,4
Otteri,2024-09,4
Otteri,2024-10,5
Otteri,2024-11,4
Otteri,2024-12,5
Otteri,2025-01,4
Otteri,2025-02,4
Otteri,2025-03,4
Otteri,2025-04,5
Otteri,2025-05,4
Otteri,2025-06,4
Otteri,2025-07,4
Otteri,2025-08,4
Otteri,2025-09,4
Otteri,2025-10,4
Padi,2023-01,10
Padi,2023-02,10
Padi,2023-03,10
Padi,2023-04,10
Padi,2023-05,9
Padi,2023-06,9
Padi,2023-07,8
Padi,2023-08,7
Padi,2023-09,6
Padi,2023-10,5
Padi,2023-11,5
Padi,2023-12,5
Padi,2024-01,4
Padi,2024-02,4
Padi,2024-03,4
Padi,2024-04,5
Padi,2024-05,5
Padi,2024-06,4
Padi,2024-07,5
Padi,2024-08,4
Padi,2024-09,4
Padi,2024-10,5
Padi,2024-11,4
Padi,2024-12,4
Padi,2025-01,4
Padi,2025-02,4
Padi,2025-03,4
Padi,2025-04,4
Padi,2025-05,4
Padi,2025-06,5
Padi,2025-07,4
Padi,2025-08,5
Padi,2025-09,4
Padi,2025-10,4
Pakkam,2023-01,17
Pakkam,2023-02,17
Pakkam,2023-03,18
Pakkam,2023-04,17
Pakkam,2023-05,15
Pakkam,2023-06,15
Pakkam,2023-07,14
Pakkam,2023-08,13
Pakkam,2023-09,12
Pakkam,2023-10,12
Pakkam,2023-11,11
Pakkam,2023-12,11
Pakkam,2024-01,10
Pakkam,2024-02,9
Pakkam,2024-03,8
Pakkam,2024-04,8
Pakkam,2024-05,8
Pakkam,2024-06,8
Pakkam,2024-07,7
Pakkam,2024-08,6
Pakkam,2024-09,5
Pakkam,2024-10,4
Pakkam,2024-11,4
Pakkam,2024-12,4
Pakkam,2025-01,5
Pakkam,2025-02,4
Pakkam,2025-03,4
Pakkam,2025-04,4
Pakkam,2025-05,4
Pakkam,2025-06,4
Pakkam,2025-07,4
Pakkam,2025-08,4
Pakkam,2025-09,4
Pakkam,2025-10,4
Palavakkam,2023-01,9
Palavakkam,2023-02,9
Palavakkam,2023-03,8
Palavakkam,2023-04,8
Palavakkam,2023-05,8
Palavakkam,2023-06,7
Palavakkam,2023-07,7
Palavakkam,2023-08,6
Palavakkam,2023-09,6
Palavakkam,2023-10,6
Palavakkam,2023-11,5
Palavakkam,2023-12,4
Palavakkam,2024-01,4
Palavakkam,2024-02,5
Palavakkam,2024-03,4
Palavakkam,2024-04,5
Palavakkam,2024-05,5
Palavakkam,2024-06,4
Palavakkam,2024-07,4
Palavakkam,2024-08,4
Palavakkam,2024-09,5
Palavakkam,2024-10,4
Palavakkam,2024-11,4
Palavakkam,2024-12,4
Palavakkam,2025-01,5
Palavakkam,2025-02,4
Palavakkam,2025-03,4
Palavakkam,2025-04,4
Palavakkam,2025-05,5
Palavakkam,2025-06,5
Palavakkam,2025-07,4
Palavakkam,2025-08,4
Palavakkam,2025-09,4
Palavakkam,2025-10,4
Pallavaram,2023-01,13
Pallavaram,2023-02,13
Pallavaram,2023-03,13
Pallavaram,2023-04,13
Pallavaram,2023-05,13
Pallavaram,2023-06,12
Pallavaram,2023-07,11
Pallavaram,2023-08,11
Pallavaram,2023-09,11
Pallavaram,2023-10,11
Pallavaram,2023-11,11
Pallavaram,2023-12,10
Pallavaram,2024-01,10
Pallavaram,2024-02,9
Pallavaram,2024-03,8
Pallavaram,2024-04,7
Pallavaram,2024-05,6
Pallavaram,2024-06,6
Pallavaram,2024-07,5
Pallavaram,2024-08,4
Pallavaram,2024-09,4
Pallavaram,2024-10,4
Pallavaram,2024-11,4
Pallavaram,2024-12,4
Pallavaram,2025-01,4
Pallavaram,2025-02,4
Pallavaram,2025-03,4
Pallavaram,2025-04,5
Pallavaram,2025-05,4
Pallavaram,2025-06,4
Pallavaram,2025-07,5
Pallavaram,2025-08,4
Pallavaram,2025-09,4
Pallavaram,2025-10,4
Pallikaranai,2023-01,14
Pallikaranai,2023-02,13
Pallikaranai,2023-03,13
Pallikaranai,2023-04,13
Pallikaranai,2023-05,13
Pallikaranai,2023-06,12
Pallikaranai,2023-07,12
Pallikaranai,2023-08,11
Pallikaranai,2023-09,11
Pallikaranai,2023-10,10
Pallikaranai,2023-11,10
Pallikaranai,2023-12,9
Pallikaranai,2024-01,9
Pallikaranai,2024-02,8
Pallikaranai,2024-03,7
Pallikaranai,2024-04,6
Pallikaranai,2024-05,6
Pallikaranai,2024-06,5
Pallikaranai,2024-07,4
Pallikaranai,2024-08,4
Pallikaranai,2024-09,4
Pallikaranai,2024-10,5
Pallikaranai,2024-11,4
Pallikaranai,2024-12,4
Pallikaranai,2025-01,4
Pallikaranai,2025-02,5
Pallikaranai,2025-03,4
Pallikaranai,2025-04,4
Pallikaranai,2025-05,4
Pallikaranai,2025-06,4
Pallikaranai,2025-07,4
Pallikaranai,2025-08,4
Pallikaranai,2025-09,5
Pallikaranai,2025-10,4
Pammal,2023-01,11
Pammal,2023-02,11
Pammal,2023-03,11
Pammal,2023-04,11
Pammal,2023-05,10
Pammal,2023-06,10
Pammal,2023-07,9
Pammal,2023-08,9
Pammal,2023-09,9
Pammal,2023-10,8
Pammal,2023-11,7
Pammal,2023-12,6
Pammal,2024-01,6
Pammal,2024-02,5
Pammal,2024-03,4
Pammal,2024-04,5
Pammal,2024-05,4
Pammal,2024-06,5
Pammal,2024-07,4
Pammal,2024-08,4
Pammal,2024-09,5
Pammal,2024-10,4
Pammal,2024-11,4
Pammal,2024-12,4
Pammal,2025-01,4
Pammal,2025-02,4
Pammal,2025-03,4
Pammal,2025-04,4
Pammal,2025-05,4
Pammal,2025-06,4
Pammal,2025-07,4
Pammal,2025-08,4
Pammal,2025-09,4
Pammal,2025-10,4
Park Town,2023-01,10
Park Town,2023-02,9
Park Town,2023-03,8
Park Town,2023-04,8
Park Town,2023-05,8
Park Town,2023-06,7
Park Town,2023-07,6
Park Town,2023-08,5
Park Town,2023-09,5
Park Town,2023-10,5
Park Town,2023-11,5
Park Town,2023-12,4
Park Town,2024-01,4
Park Town,2024-02,5
Park Town,2024-03,4
Park Town,2024-04,4
Park Town,2024-05,4
Park Town,2024-06,5
Park Town,2024-07,5
Park Town,2024-08,4
Park Town,2024-09,4
Park Town,2024-10,4
Park Town,2024-11,4
Park Town,2024-12,4
Park Town,2025-01,4
Park Town,2025-02,4
Park Town,2025-03,5
Park Town,2025-04,4
Park Town,2025-05,4
Park Town,2025-06,5
Park Town,2025-07,4
Park Town,2025-08,4
Park Town,2025-09,4
Park Town,2025-10,4
Parry's Corner,2023-01,10
Parry's Corner,2023-02,9
Parry's Corner,2023-03,9
Parry's Corner,2023-04,8
Parry's Corner,2023-05,8
Parry's Corner,2023-06,8
Parry's Corner,2023-07,7
Parry's Corner,2023-08,6
Parry's Corner,2023-09,6
Parry's Corner,2023-10,6
Parry's Corner,2023-11,5
Parry's Corner,2023-12,4
Parry's Corner,2024-01,5
Parry's Corner,2024-02,5
Parry's Corner,2024-03,4
Parry's Corner,2024-04,4
Parry's Corner,2024-05,5
Parry's Corner,2024-06,5
Parry's Corner,2024-07,4
Parry's Corner,2024-08,4
Parry's Corner,2024-09,5
Parry's Corner,2024-10,4
Parry's Corner,2024-11,5
Parry's Corner,2024-12,4
Parry's Corner,2025-01,4
Parry's Corner,2025-02,5
Parry's Corner,2025-03,4
Parry's Corner,2025-04,5
Parry's Corner,2025-05,4
Parry's Corner,2025-06,5
Parry's Corner,2025-07,4
Parry's Corner,2025-08,4
Parry's Corner,2025-09,4
Parry's Corner,2025-10,4
Pattabiram,2023-01,14
Pattabiram,2023-02,15
Pattabiram,2023-03,15
Pattabiram,2023-04,14
Pattabiram,2023-05,14
Pattabiram,2023-06,14
Pattabiram,2023-07,14
Pattabiram,2023-08,12
Pattabiram,2023-09,13
Pattabiram,2023-10,13
Pattabiram,2023-11,12
Pattabiram,2023-12,10
Pattabiram,2024-01,11
Pattabiram,2024-02,10
Pattabiram,2024-03,9
Pattabiram,2024-04,9
Pattabiram,2024-05,9
Pattabiram,2024-06,8
Pattabiram,2024-07,8
Pattabiram,2024-08,7
Pattabiram,2024-09,7
Pattabiram,2024-10,7
Pattabiram,2024-11,6
Pattabiram,2024-12,6
Pattabiram,2025-01,5
Pattabiram,2025-02,4
Pattabiram,2025-03,4
Pattabiram,2025-04,4
Pattabiram,2025-05,4
Pattabiram,2025-06,4
Pattabiram,2025-07,4
Pattabiram,2025-08,4
Pattabiram,2025-09,4
Pattabiram,2025-10,4
Pattaravakkam,2023-01,12
Pattaravakkam,2023-02,12
Pattaravakkam,2023-03,12
Pattaravakkam,2023-04,11
Pattaravakkam,2023-05,10
Pattaravakkam,2023-06,10
Pattaravakkam,2023-07,10
Pattaravakkam,2023-08,9
Pattaravakkam,2023-09,8
Pattaravakkam,2023-10,8
Pattaravakkam,2023-11,7
Pattaravakkam,2023-12,6
Pattaravakkam,2024-01,5
Pattaravakkam,2024-02,5
Pattaravakkam,2024-03,5
Pattaravakkam,2024-04,5
Pattaravakkam,2024-05,5
Pattaravakkam,2024-06,4
Pattaravakkam,2024-07,5
Pattaravakkam,2024-08,4
Pattaravakkam,2024-09,4
Pattaravakkam,2024-10,4
Pattaravakkam,2024-11,4
Pattaravakkam,2024-12,4
Pattaravakkam,2025-01,4
Pattaravakkam,2025-02,4
Pattaravakkam,2025-03,5
Pattaravakkam,2025-04,4
Pattaravakkam,2025-05,4
Pattaravakkam,2025-06,4
Pattaravakkam,2025-07,4
Pattaravakkam,2025-08,4
Pattaravakkam,2025-09,4
Pattaravakkam,2025-10,4
Pazhavanthangal,2023-01,9
Pazhavanthangal,2023-02,8
Pazhavanthangal,2023-03,7
Pazhavanthangal,2023-04,7
Pazhavanthangal,2023-05,6
Pazhavanthangal,2023-06,5
Pazhavanthangal,2023-07,4
Pazhavanthangal,2023-08,4
Pazhavanthangal,2023-09,5
Pazhavanthangal,2023-10,5
Pazhavanthangal,2023-11,4
Pazhavanthangal,2023-12,4
Pazhavanthangal,2024-01,4
Pazhavanthangal,2024-02,5
Pazhavanthangal,2024-03,4
Pazhavanthangal,2024-04,4
Pazhavanthangal,2024-05,4
Pazhavanthangal,2024-06,4
Pazhavanthangal,2024-07,5
Pazhavanthangal,2024-08,4
Pazhavanthangal,2024-09,5
Pazhavanthangal,2024-10,4
Pazhavanthangal,2024-11,4
Pazhavanthangal,2024-12,4
Pazhavanthangal,2025-01,4
Pazhavanthangal,2025-02,4
Pazhavanthangal,2025-03,4
Pazhavanthangal,2025-04,4
Pazhavanthangal,2025-05,5
Pazhavanthangal,2025-06,4
Pazhavanthangal,2025-07,4
Pazhavanthangal,2025-08,4
Pazhavanthangal,2025-09,4
Pazhavanthangal,2025-10,4
Peerkankaranai,2023-01,13
Peerkankaranai,2023-02,13
Peerkankaranai,2023-03,12
Peerkankaranai,2023-04,12
Peerkankaranai,2023-05,11
Peerkankaranai,2023-06,10
Peerkankaranai,2023-07,9
Peerkankaranai,2023-08,9
Peerkankaranai,2023-09,9
Peerkankaranai,2023-10,8
Peerkankaranai,2023-11,7
Peerkankaranai,2023-12,7
Peerkankaranai,2024-01,7
Peerkankaranai,2024-02,7
Peerkankaranai,2024-03,6
Peerkankaranai,2024-04,5
Peerkankaranai,2024-05,5
Peerkankaranai,2024-06,4
Peerkankaranai,2024-07,4
Peerkankaranai,2024-08,4
Peerkankaranai,2024-09,4
Peerkankaranai,2024-10,4
Peerkankaranai,2024-11,4
Peerkankaranai,2024-12,4
Peerkankaranai,2025-01,4
Peerkankaranai,2025-02,4
Peerkankaranai,2025-03,5
Peerkankaranai,2025-04,5
Peerkankaranai,2025-05,4
Peerkankaranai,2025-06,4
Peerkankaranai,2025-07,4
Peerkankaranai,2025-08,4
Peerkankaranai,2025-09,4
Peerkankaranai,2025-10,4
Perambur,2023-01,9
Perambur,2023-02,9
Perambur,2023-03,8
Perambur,2023-04,8
Perambur,2023-05,8
Perambur,2023-06,8
Perambur,2023-07,7
Perambur,2023-08,7
Perambur,2023-09,7
Perambur,2023-10,6
Perambur,2023-11,6
Perambur,2023-12,6
Perambur,2024-01,6
Perambur,2024-02,5
Perambur,2024-03,4
Perambur,2024-04,4
Perambur,2024-05,4
Perambur,2024-06,4
Perambur,2024-07,4
Perambur,2024-08,4
Perambur,2024-09,4
Perambur,2024-10,5
Perambur,2024-11,4
Perambur,2024-12,4
Perambur,2025-01,4
Perambur,2025-02,4
Perambur,2025-03,4
Perambur,2025-04,4
Perambur,2025-05,5
Perambur,2025-06,4
Perambur,2025-07,4
Perambur,2025-08,5
Perambur,2025-09,4
Perambur,2025-10,4
Peravallur,2023-01,10
Peravallur,2023-02,10
Peravallur,2023-03,10
Peravallur,2023-04,10
Peravallur,2023-05,9
Peravallur,2023-06,8
Peravallur,2023-07,7
Peravallur,2023-08,6
Peravallur,2023-09,5
Peravallur,2023-10,5
Peravallur,2023-11,4
Peravallur,2023-12,4
Peravallur,2024-01,4
Peravallur,2024-02,4
Peravallur,2024-03,4
Peravallur,2024-04,4
Peravallur,2024-05,4
Peravallur,2024-06,4
Peravallur,2024-07,4
Peravallur,2024-08,4
Peravallur,2024-09,5
Peravallur,2024-10,4
Peravallur,2024-11,5
Peravallur,2024-12,4
Peravallur,2025-01,4
Peravallur,2025-02,4
Peravallur,2025-03,5
Peravallur,2025-04,4
Peravallur,2025-05,4
Peravallur,2025-06,4
Peravallur,2025-07,4
Peravallur,2025-08,4
Peravallur,2025-09,4
Peravallur,2025-10,4
Perumbakkam,2023-01,14
Perumbakkam,2023-02,13
Perumbakkam,2023-03,12
Perumbakkam,2023-04,11
Perumbakkam,2023-05,10
Perumbakkam,2023-06,10
Perumbakkam,2023-07,10
Perumbakkam,2023-08,10
Perumbakkam,2023-09,9
Perumbakkam,2023-10,8
Perumbakkam,2023-11,7
Perumbakkam,2023-12,6
Perumbakkam,2024-01,5
Perumbakkam,2024-02,4
Perumbakkam,2024-03,4
Perumbakkam,2024-04,4
Perumbakkam,2024-05,5
Perumbakkam,2024-06,4
Perumbakkam,2024-07,4
Perumbakkam,2024-08,4
Perumbakkam,2024-09,4
Perumbakkam,2024-10,5
Perumbakkam,2024-11,4
Perumbakkam,2024-12,4
Perumbakkam,2025-01,4
Perumbakkam,2025-02,5
Perumbakkam,2025-03,4
Perumbakkam,2025-04,4
Perumbakkam,2025-05,4
Perumbakkam,2025-06,4
Perumbakkam,2025-07,4
Perumbakkam,2025-08,4
Perumbakkam,2025-09,4
Perumbakkam,2025-10,4
Perungalathur,2023-01,15
Perungalathur,2023-02,14
Perungalathur,2023-03,14
Perungalathur,2023-04,14
Perungalathur,2023-05,13
Perungalathur,2023-06,12
Perungalathur,2023-07,11
Perungalathur,2023-08,10
Perungalathur,2023-09,9
Perungalathur,2023-10,8
Perungalathur,2023-11,8
Perungalathur,2023-12,8
Perungalathur,2024-01,7
Perungalathur,2024-02,6
Perungalathur,2024-03,5
Perungalathur,2024-04,5
Perungalathur,2024-05,4
Perungalathur,2024-06,4
Perungalathur,2024-07,4
Perungalathur,2024-08,4
Perungalathur,2024-09,5
Perungalathur,2024-10,4
Perungalathur,2024-11,4
Perungalathur,2024-12,4
Perungalathur,2025-01,5
Perungalathur,2025-02,4
Perungalathur,2025-03,4
Perungalathur,2025-04,5
Perungalathur,2025-05,4
Perungalathur,2025-06,4
Perungalathur,2025-07,4
Perungalathur,2025-08,5
Perungalathur,2025-09,4
Perungalathur,2025-10,4
Perungudi,2023-01,9
Perungudi,2023-02,8
Perungudi,2023-03,8
Perungudi,2023-04,7
Perungudi,2023-05,7
Perungudi,2023-06,7
Perungudi,2023-07,6
Perungudi,2023-08,6
Perungudi,2023-09,6
Perungudi,2023-10,5
Perungudi,2023-11,4
Perungudi,2023-12,4
Perungudi,2024-01,4
Perungudi,2024-02,4
Perungudi,2024-03,5
Perungudi,2024-04,5
Perungudi,2024-05,4
Perungudi,2024-06,5
Perungudi,2024-07,4
Perungudi,2024-08,4
Perungudi,2024-09,4
Perungudi,2024-10,4
Perungudi,2024-11,4
Perungudi,2024-12,4
Perungudi,2025-01,4
Perungudi,2025-02,4
Perungudi,2025-03,4
Perungudi,2025-04,4
Perungudi,2025-05,4
Perungudi,2025-06,4
Perungudi,2025-07,4
Perungudi,2025-08,4
Perungudi,2025-09,4
Perungudi,2025-10,4
Pozhichalur,2023-01,12
Pozhichalur,2023-02,12
Pozhichalur,2023-03,12
Pozhichalur,2023-04,11
Pozhichalur,2023-05,11
Pozhichalur,2023-06,11
Pozhichalur,2023-07,10
Pozhichalur,2023-08,10
Pozhichalur,2023-09,9
Pozhichalur,2023-10,8
Pozhichalur,2023-11,7
Pozhichalur,2023-12,7
Pozhichalur,2024-01,6
Pozhichalur,2024-02,5
Pozhichalur,2024-03,5
Pozhichalur,2024-04,4
Pozhichalur,2024-05,4
Pozhichalur,2024-06,4
Pozhichalur,2024-07,4
Pozhichalur,2024-08,5
Pozhichalur,2024-09,5
Pozhichalur,2024-10,5
Pozhichalur,2024-11,4
Pozhichalur,2024-12,4
Pozhichalur,2025-01,5
Pozhichalur,2025-02,5
Pozhichalur,2025-03,4
Pozhichalur,2025-04,5
Pozhichalur,2025-05,4
Pozhichalur,2025-06,4
Pozhichalur,2025-07,4
Pozhichalur,2025-08,4
Pozhichalur,2025-09,5
Pozhichalur,2025-10,4
Poonamallee,2023-01,17
Poonamallee,2023-02,15
Poonamallee,2023-03,16
Poonamallee,2023-04,16
Poonamallee,2023-05,16
Poonamallee,2023-06,16
Poonamallee,2023-07,14
Poonamallee,2023-08,14
Poonamallee,2023-09,13
Poonamallee,2023-10,13
Poonamallee,2023-11,13
Poonamallee,2023-12,11
Poonamallee,2024-01,11
Poonamallee,2024-02,10
Poonamallee,2024-03,9
Poonamallee,2024-04,9
Poonamallee,2024-05,9
Poonamallee,2024-06,8
Poonamallee,2024-07,7
Poonamallee,2024-08,7
Poonamallee,2024-09,7
Poonamallee,2024-10,6
Poonamallee,2024-11,6
Poonamallee,2024-12,5
Poonamallee,2025-01,4
Poonamallee,2025-02,4
Poonamallee,2025-03,4
Poonamallee,2025-04,4
Poonamallee,2025-05,4
Poonamallee,2025-06,4
Poonamallee,2025-07,4
Poonamallee,2025-08,4
Poonamallee,2025-09,4
Poonamallee,2025-10,5
Porur,2023-01,11
Porur,2023-02,11
Porur,2023-03,10
Porur,2023-04,9
Porur,2023-05,8
Porur,2023-06,8
Porur,2023-07,7
Porur,2023-08,6
Porur,2023-09,5
Porur,2023-10,5
Porur,2023-11,4
Porur,2023-12,5
Porur,2024-01,4
Porur,2024-02,4
Porur,2024-03,4
Porur,2024-04,4
Porur,2024-05,4
Porur,2024-06,4
Porur,2024-07,4
Porur,2024-08,5
Porur,2024-09,4
Porur,2024-10,4
Porur,2024-11,5
Porur,2024-12,5
Porur,2025-01,4
Porur,2025-02,4
Porur,2025-03,4
Porur,2025-04,4
Porur,2025-05,5
Porur,2025-06,4
Porur,2025-07,4
Porur,2025-08,4
Porur,2025-09,4
Porur,2025-10,5
Pudupet,2023-01,9
Pudupet,2023-02,8
Pudupet,2023-03,7
Pudupet,2023-04,6
Pudupet,2023-05,5
Pudupet,2023-06,5
Pudupet,2023-07,4
Pudupet,2023-08,4
Pudupet,2023-09,4
Pudupet,2023-10,4
Pudupet,2023-11,4
Pudupet,2023-12,5
Pudupet,2024-01,4
Pudupet,2024-02,4
Pudupet,2024-03,4
Pudupet,2024-04,5
Pudupet,2024-05,4
Pudupet,2024-06,4
Pudupet,2024-07,4
Pudupet,2024-08,4
Pudupet,2024-09,5
Pudupet,2024-10,4
Pudupet,2024-11,4
Pudupet,2024-12,4
Pudupet,2025-01,4
Pudupet,2025-02,5
Pudupet,2025-03,4
Pudupet,2025-04,4
Pudupet,2025-05,4
Pudupet,2025-06,4
Pudupet,2025-07,4
Pudupet,2025-08,4
Pudupet,2025-09,4
Pudupet,2025-10,5
Pulianthope,2023-01,9
Pulianthope,2023-02,8
Pulianthope,2023-03,7
Pulianthope,2023-04,7
Pulianthope,2023-05,6
Pulianthope,2023-06,5
Pulianthope,2023-07,5
Pulianthope,2023-08,5
Pulianthope,2023-09,4
Pulianthope,2023-10,5
Pulianthope,2023-11,4
Pulianthope,2023-12,5
Pulianthope,2024-01,5
Pulianthope,2024-02,4
Pulianthope,2024-03,5
Pulianthope,2024-04,4
Pulianthope,2024-05,5
Pulianthope,2024-06,5
Pulianthope,2024-07,5
Pulianthope,2024-08,4
Pulianthope,2024-09,4
Pulianthope,2024-10,4
Pulianthope,2024-11,5
Pulianthope,2024-12,4
Pulianthope,2025-01,4
Pulianthope,2025-02,4
Pulianthope,2025-03,4
Pulianthope,2025-04,4
Pulianthope,2025-05,5
Pulianthope,2025-06,4
Pulianthope,2025-07,4
Pulianthope,2025-08,4
Pulianthope,2025-09,4
Pulianthope,2025-10,4
Purasaiwalkam,2023-01,9
Purasaiwalkam,2023-02,9
Purasaiwalkam,2023-03,9
Purasaiwalkam,2023-04,8
Purasaiwalkam,2023-05,7
Purasaiwalkam,2023-06,6
Purasaiwalkam,2023-07,6
Purasaiwalkam,2023-08,6
Purasaiwalkam,2023-09,6
Purasaiwalkam,2023-10,6
Purasaiwalkam,2023-11,5
Purasaiwalkam,2023-12,5
Purasaiwalkam,2024-01,5
Purasaiwalkam,2024-02,5
Purasaiwalkam,2024-03,4
Purasaiwalkam,2024-04,4
Purasaiwalkam,2024-05,5
Purasaiwalkam,2024-06,5
Purasaiwalkam,2024-07,4
Purasaiwalkam,2024-08,4
Purasaiwalkam,2024-09,4
Purasaiwalkam,2024-10,4
Purasaiwalkam,2024-11,4
Purasaiwalkam,2024-12,4
Purasaiwalkam,2025-01,4
Purasaiwalkam,2025-02,4
Purasaiwalkam,2025-03,4
Purasaiwalkam,2025-04,4
Purasaiwalkam,2025-05,4
Purasaiwalkam,2025-06,4
Purasaiwalkam,2025-07,4
Purasaiwalkam,2025-08,4
Purasaiwalkam,2025-09,4
Purasaiwalkam,2025-10,4
Puthagaram,2023-01,12
Puthagaram,2023-02,11
Puthagaram,2023-03,11
Puthagaram,2023-04,11
Puthagaram,2023-05,11
Puthagaram,2023-06,10
Puthagaram,2023-07,10
Puthagaram,2023-08,9
Puthagaram,2023-09,8
Puthagaram,2023-10,7
Puthagaram,2023-11,7
Puthagaram,2023-12,6
Puthagaram,2024-01,6
Puthagaram,2024-02,5
Puthagaram,2024-03,4
Puthagaram,2024-04,5
Puthagaram,2024-05,4
Puthagaram,2024-06,4
Puthagaram,2024-07,4
Puthagaram,2024-08,4
Puthagaram,2024-09,4
Puthagaram,2024-10,4
Puthagaram,2024-11,4
Puthagaram,2024-12,5
Puthagaram,2025-01,4
Puthagaram,2025-02,4
Puthagaram,2025-03,4
Puthagaram,2025-04,4
Puthagaram,2025-05,4
Puthagaram,2025-06,5
Puthagaram,2025-07,4
Puthagaram,2025-08,4
Puthagaram,2025-09,4
Puthagaram,2025-10,4
Puzhal,2023-01,16
Puzhal,2023-02,15
Puzhal,2023-03,14
Puzhal,2023-04,14
Puzhal,2023-05,14
Puzhal,2023-06,14
Puzhal,2023-07,13
Puzhal,2023-08,13
Puzhal,2023-09,12
Puzhal,2023-10,12
Puzhal,2023-11,11
Puzhal,2023-12,11
Puzhal,2024-01,11
Puzhal,2024-02,10
Puzhal,2024-03,9
Puzhal,2024-04,8
Puzhal,2024-05,8
Puzhal,2024-06,7
Puzhal,2024-07,6
Puzhal,2024-08,5
Puzhal,2024-09,4
Puzhal,2024-10,5
